entity_id,entity_type,raw_location,platform,cleaned_location,matched_city,country,lat,lon,confidence
54yyyu,github_user,,GitHub,,,,,,none
ratatui,github_organization,,GitHub,,,,,,none
DrizzleTime,github_user,China,GitHub,China,,,,,low
probelabs,github_organization,,GitHub,,,,,,none
RealCorebb,github_user,Greater Bay Area,GitHub,Greater Bay Area,Delta,Canada,49.0473056,-122.9665219,medium
AlayaDB-AI,github_organization,,GitHub,,,,,,none
VectorDB-NTU,github_organization,Singapore,GitHub,Singapore,Singapore,Singapore,1.3521,103.8198,high
thustorage,github_organization,,GitHub,,,,,,none
oceanbase,github_organization,Singapore,GitHub,Singapore,Singapore,Singapore,1.3521,103.8198,high
boxlite-ai,github_organization,United States of America,GitHub,United States of America,,,,,low
IliasHad,github_user,,GitHub,,,,,,none
dtsola,github_user,shanghai,GitHub,shanghai,Shanghai,China,31.2304,121.4737,high
sourangshupal,github_user,"Bengaluru,India",GitHub,"Bengaluru,India",Bengaluru,India,12.9716,77.5946,high
hemansnation,github_user,India,GitHub,India,,,,,low
youngfish42,github_user," Shanghai, China",GitHub,"Shanghai, China",Shanghai,China,31.2304,121.4737,high
sb-ai-lab,github_organization,,GitHub,,,,,,none
redhuntlabs,github_organization,United Kingdom,GitHub,United Kingdom,,,,,low
zhangshaolei1998,github_user,,GitHub,,,,,,none
ryanzhumich,github_user,,GitHub,,,,,,none
underneathall,github_organization,Hong Kong,GitHub,Hong Kong,Hong Kong,China,22.3193,114.1694,high
towhee-io,github_organization,,GitHub,,,,,,none
Nachimak28,github_user,"Mumbai, India",GitHub,"Mumbai, India",Mumbai,India,19.076,72.8777,high
yixinL7,github_user,,GitHub,,,,,,none
Ditectrev,github_organization,,GitHub,,,,,,none
label-sleuth,github_organization,,GitHub,,,,,,none
xinyi-code,github_user,,GitHub,,,,,,none
TimSchopf,github_user,"Tokyo, Japan",GitHub,"Tokyo, Japan",Tokyo,Japan,35.6762,139.6503,high
medmcqa,github_organization,,GitHub,,,,,,none
JinanZou,github_user,Australia,GitHub,Australia,,,,,low
williamcwi,github_user,,GitHub,,,,,,none
irudnyts,github_user,,GitHub,,,,,,none
shouxieai,github_user,,GitHub,,,,,,none
aphp,github_organization,Paris,GitHub,Paris,Paris,France,48.8566,2.3522,high
mim-solutions,github_organization,"Warsaw, Poland",GitHub,"Warsaw, Poland",Warsaw,Poland,52.2297,21.0122,high
SayamAlt,github_user,"Toronto, Ontario, Canada",GitHub,"Toronto, Ontario, Canada",Toronto,Canada,43.6532,-79.3832,high
Legal-NLP-EkStep,github_organization,,GitHub,,,,,,none
rexrex9,github_user,,GitHub,,,,,,none
databricks-industry-solutions,github_organization,,GitHub,,,,,,none
aswintechguy,github_user,"Chennai, India",GitHub,"Chennai, India",Chennai,India,13.0827,80.2707,high
campusx-official,github_user,"Gurgaon, India",GitHub,"Gurgaon, India",Gurugram,India,28.4646148,77.0299194,medium
elliottash,github_user,"Zurich, Switzerland",GitHub,"Zurich, Switzerland",Zurich,Switzerland,47.3769,8.5417,high
code-kern-ai,github_organization,"Eichwalde, Brandenburg",GitHub,"Eichwalde, Brandenburg",Eichwalde,Germany,52.373076,13.6219208,medium
BlackSamorez,github_user,"Vienna, Austria",GitHub,"Vienna, Austria",Vienna,Austria,48.2082,16.3738,high
kubestellar,github_organization,United States of America,GitHub,United States of America,,,,,low
PeiranLi0930,github_user,"Santa Clara, CA",GitHub,"Santa Clara, CA",Santa Clara,United States,37.3541132,-121.955174,medium
Majdoddin,github_user,Germany,GitHub,Germany,,,,,low
edenai,github_organization,France,GitHub,France,,,,,low
flairNLP,github_organization,,GitHub,,,,,,none
foorilla,github_organization,Remote,GitHub,Remote,Oregon,United States,43.0059455,-123.8925908,medium
daac-tools,github_organization,,GitHub,,,,,,none
reazon-research,github_organization,Japan,GitHub,Japan,,,,,low
ajdavidl,github_user,,GitHub,,,,,,none
RichardScottOZ,github_user,Australia,GitHub,Australia,,,,,low
shjwudp,github_user,"Beijing, China",GitHub,"Beijing, China",Beijing,China,39.9042,116.4074,high
Algolisted-Org,github_organization,India,GitHub,India,,,,,low
ishantchauhan710,github_user,"Delhi, India",GitHub,"Delhi, India",Delhi,India,28.7041,77.1025,high
amiradridi,github_user,,GitHub,,,,,,none
czyssrs,github_user,"Santa Barbara, CA",GitHub,"Santa Barbara, CA",Santa Barbara,United States,34.4221319,-119.702667,medium
ambuda-org,github_organization,,GitHub,,,,,,none
FahdSeddik,github_user,Canada,GitHub,Canada,,,,,low
hyukkyukang,github_user,Pohang,GitHub,Pohang,포항시,South Korea,36.0189315,129.3429384,medium
kairess,github_user,"Seoul, Korea",GitHub,"Seoul, Korea",Seoul,South Korea,37.5665,126.978,high
nschneid,github_user,"Washington, DC",GitHub,"Washington, DC",Washington,United States,38.9072,-77.0369,high
li-plus,github_user,"Beijing, China",GitHub,"Beijing, China",Beijing,China,39.9042,116.4074,high
mobarski,github_user,"Warsaw, Poland",GitHub,"Warsaw, Poland",Warsaw,Poland,52.2297,21.0122,high
quickwit-oss,github_organization,,GitHub,,,,,,none
floriankark,github_user,"Düsseldorf, Germany",GitHub,"Düsseldorf, Germany",Düsseldorf,Germany,51.2254018,6.7763137,medium
ra83205,github_user,,GitHub,,,,,,none
MK2112,github_user,,GitHub,,,,,,none
3Alan,github_user,China,GitHub,China,,,,,low
ExpressGit,github_user,,GitHub,,,,,,none
botpress,github_organization,Québec City,GitHub,Québec City,Québec,Canada,46.8137431,-71.2084061,medium
Veronica0206,github_user,"Boston, MA",GitHub,"Boston, MA",Boston,United States,42.3601,-71.0589,high
robindekoster,github_user,"Zeeland, The Netherlands",GitHub,"Zeeland, The Netherlands",Zeeland,Netherlands,51.4162975,3.7028061,medium
sean1832,github_user,Australia,GitHub,Australia,,,,,low
zerebom,github_user,Setagaya,GitHub,Setagaya,世田谷区,Japan,35.6469025,139.652531,medium
jonkrohn,github_user,New York,GitHub,New York,New York,United States,40.7128,-74.006,high
EnkrateiaLucca,github_user,Lisbon,GitHub,Lisbon,Lisbon,Portugal,38.7223,-9.1393,high
jeffvestal,github_user,Chicago,GitHub,Chicago,Chicago,United States,41.8781,-87.6298,high
shantanu1109,github_user,Chinchwad,GitHub,Chinchwad,Pimpri-Chinchwad,India,18.6403548,73.7917128,medium
ChrisLiu007,github_user,,GitHub,,,,,,none
batuhanerenler,github_user,Ankara,GitHub,Ankara,Ankara,Turkey,39.9334,32.8597,high
1712n,github_organization,United States of America,GitHub,United States of America,,,,,low
nawaz-kmr,github_user,Srinagar Kashmir J&K,GitHub,Srinagar Kashmir J&K,Srinagar,India,34.0658778,74.8463431,medium
caikit,github_organization,,GitHub,,,,,,none
fla-org,github_organization,,GitHub,,,,,,none
urchade,github_user,Paris,GitHub,Paris,Paris,France,48.8566,2.3522,high
taranis-ai,github_organization,Austria,GitHub,Austria,,,,,low
papercopilot,github_organization,,GitHub,,,,,,none
farukalamai,github_user,"Rangamati, Bangladesh",GitHub,"Rangamati, Bangladesh",রাঙ্গামাটি,Bangladesh,22.6509208,92.1814332,medium
isaacus-dev,github_organization,Australia,GitHub,Australia,,,,,low
Teamlinker,github_organization,,GitHub,,,,,,none
SapienzaNLP,github_organization,"Rome, Italy",GitHub,"Rome, Italy",Rome,Italy,41.9028,12.4964,high
seanoliver,github_user,"San Francisco, CA",GitHub,"San Francisco, CA",San Francisco,United States,37.7749,-122.4194,high
Vasanthengineer4949,github_user,Chennai,GitHub,Chennai,Chennai,India,13.0827,80.2707,high
irlab-sdu,github_organization,China,GitHub,China,,,,,low
alphanome-ai,github_organization,United States of America,GitHub,United States of America,,,,,low
vishwasg217,github_user,,GitHub,,,,,,none
mzc421,github_user,,GitHub,,,,,,none
StanfordMIMI,github_organization,United States of America,GitHub,United States of America,,,,,low
boyu-ai,github_organization,China,GitHub,China,,,,,low
nguyenthanhjt,github_user,"Ha Noi, VN",GitHub,"Ha Noi, VN",Hanoi,Vietnam,21.0283334,105.854041,medium
AnupamMittal-21,github_user,,GitHub,,,,,,none
4darsh-Dev,github_user,"Delhi,India",GitHub,"Delhi,India",Delhi,India,28.7041,77.1025,high
arewadataScience,github_organization,,GitHub,,,,,,none
grant-TraDA,github_organization,,GitHub,,,,,,none
para-droid-ai,github_user,"thumb adjacent, michigan",GitHub,"thumb adjacent, michigan",,,,,low
liamdugan,github_user,"Philadelphia, PA",GitHub,"Philadelphia, PA",Philadelphia,United States,39.9526,-75.1652,high
swarmauri,github_organization,United States of America,GitHub,United States of America,,,,,low
TAHIR0110,github_user,delhi,GitHub,delhi,Delhi,India,28.7041,77.1025,high
Ayushpanditmoto,github_user,,GitHub,,,,,,none
looker-open-source,github_organization,"Santa Cruz, CA",GitHub,"Santa Cruz, CA",Santa Cruz,United States,36.9743626,-122.0294673,medium
DataScienceHamburg,github_organization,,GitHub,,,,,,none
ruxailab,github_organization,,GitHub,,,,,,none
Sandeep0132,github_user,,GitHub,,,,,,none
lars-quaedvlieg,github_user,London,GitHub,London,London,United Kingdom,51.5074,-0.1278,high
666ghj,github_user,"Shanghai, China",GitHub,"Shanghai, China",Shanghai,China,31.2304,121.4737,high
JUSTSUJAY,github_user,Bangalore/Mumbai,GitHub,Bangalore/Mumbai,Bengaluru,India,12.9716,77.5946,medium
dawid-szewc,github_user,Bydgoszcz,GitHub,Bydgoszcz,Bydgoszcz,Poland,53.1219648,18.0002529,medium
IKMLab,github_organization,"Taiwan, Tainan",GitHub,"Taiwan, Tainan",臺南市,Taiwan,22.9912348,120.184982,medium
UppuluriKalyani,github_user,,GitHub,,,,,,none
sanjaysah101,github_user,"Ahmedabad, Gujarat",GitHub,"Ahmedabad, Gujarat",Ahmedabad,India,23.0215374,72.5800568,medium
Multiverse-of-Projects,github_organization,,GitHub,,,,,,none
Mirix-AI,github_user,,GitHub,,,,,,none
dw-dengwei,github_user,"Beijing Univ. of Posts and Telecom., China",GitHub,"Beijing Univ. of Posts and Telecom., China",Beijing,China,39.9042,116.4074,medium
typedgrammar,github_organization,Singapore,GitHub,Singapore,Singapore,Singapore,1.3521,103.8198,high
liyedanpdx,github_user,,GitHub,,,,,,none
Ayanami0730,github_user,,GitHub,,,,,,none
Rishabh-creator601,github_user,,GitHub,,,,,,none
yuniko-software,github_organization,,GitHub,,,,,,none
FluidInference,github_organization,,GitHub,,,,,,none
DadaNanjesha,github_user,India,GitHub,India,,,,,low
marscod,github_user,,GitHub,,,,,,none
RecapAI,github_organization,,GitHub,,,,,,none
GEOSOFT-GLOBAL,github_organization,,GitHub,,,,,,none
A-K-0,github_user,,GitHub,,,,,,none
openml-stack,github_organization,,GitHub,,,,,,none
opencodeiiita,github_organization,"Allahabad, India",GitHub,"Allahabad, India",Prayagraj,India,25.4381302,81.8338005,medium
nerfstudio-project,github_organization,United States of America,GitHub,United States of America,,,,,low
meituan,github_organization,"Beijing, China",GitHub,"Beijing, China",Beijing,China,39.9042,116.4074,high
dmMaze,github_user,,GitHub,,,,,,none
fundamentalvision,github_organization,,GitHub,,,,,,none
kha-white,github_user,,GitHub,,,,,,none
OpenStitching,github_organization,,GitHub,,,,,,none
xuebinqin,github_user,"Edmonton, Alberta, Canada",GitHub,"Edmonton, Alberta, Canada",Edmonton,Canada,53.5461,-113.4938,high
visual-layer,github_organization,,GitHub,,,,,,none
noahcao,github_user,san francisco,GitHub,san francisco,San Francisco,United States,37.7749,-122.4194,high
pkhungurn,github_user,,GitHub,,,,,,none
yashbhalgat,github_user,"Oxford, UK",GitHub,"Oxford, UK",Oxford,United Kingdom,51.752,-1.2577,high
OML-Team,github_organization,Germany,GitHub,Germany,,,,,low
hukenovs,github_user,,GitHub,,,,,,none
Sense-X,github_user,Hong Kong,GitHub,Hong Kong,Hong Kong,China,22.3193,114.1694,high
dog-qiuqiu,github_user,Shenzhen,GitHub,Shenzhen,Shenzhen,China,22.5431,114.0579,high
nettlep,github_user,United States of America,GitHub,United States of America,,,,,low
radekd91,github_user,Tuebingen,GitHub,Tuebingen,Tübingen,Germany,48.5203263,9.053596,medium
AngeLouCN,github_user,,GitHub,,,,,,none
insight-platform,github_organization,United States of America,GitHub,United States of America,,,,,low
mhamilton723,github_user,,GitHub,,,,,,none
JonasSchult,github_user,Aachen,GitHub,Aachen,Aachen,Germany,50.776351,6.083862,medium
ra1nty,github_user,"New York, NY",GitHub,"New York, NY",New York,United States,40.7128,-74.006,high
vvincenttttt,github_user,Singapore,GitHub,Singapore,Singapore,Singapore,1.3521,103.8198,high
Zielon,github_user,"Munich, Germany",GitHub,"Munich, Germany",Munich,Germany,48.1351,11.582,high
kornia,github_organization,Spain,GitHub,Spain,,,,,low
jeya-maria-jose,github_user,,GitHub,,,,,,none
SwayamInSync,github_user,,GitHub,,,,,,none
Alpha-VL,github_user,,GitHub,,,,,,none
PinataFarms,github_organization,United States of America,GitHub,United States of America,,,,,low
Haochen-Wang409,github_user,"Beijing, China",GitHub,"Beijing, China",Beijing,China,39.9042,116.4074,high
gbstack,github_user,"Jinan, China",GitHub,"Jinan, China",Jinan,China,36.6519754,117.1138479,medium
visionxiang,github_user,,GitHub,,,,,,none
GeorgeCazenavette,github_user,,GitHub,,,,,,none
yifanzhang713,github_user,,GitHub,,,,,,none
UCF-SST-Lab,github_organization,United States of America,GitHub,United States of America,,,,,low
jiawei-ren,github_user,Singapore,GitHub,Singapore,Singapore,Singapore,1.3521,103.8198,high
ruhyadi,github_user,Jakarta,GitHub,Jakarta,Jakarta,Indonesia,-6.2088,106.8456,high
gmberton,github_user,,GitHub,,,,,,none
Nyandwi,github_user,,GitHub,,,,,,none
yhygao,github_user,,GitHub,,,,,,none
QiTianyu-0403,github_user,"Shenzhen, China",GitHub,"Shenzhen, China",Shenzhen,China,22.5431,114.0579,high
NeoZng,github_user,"Guangzhou, China",GitHub,"Guangzhou, China",Guangzhou,China,23.1291,113.2644,high
yancie-yjr,github_user,,GitHub,,,,,,none
JinyuanLiu-CV,github_user,,GitHub,,,,,,none
junqiangchen,github_user,shanghai,GitHub,shanghai,Shanghai,China,31.2304,121.4737,high
spacewalk01,github_user,,GitHub,,,,,,none
10x-Engineers,github_organization,United States of America,GitHub,United States of America,,,,,low
bertjiazheng,github_user,,GitHub,,,,,,none
weimingwill,github_user,Singapore,GitHub,Singapore,Singapore,Singapore,1.3521,103.8198,high
PaddleCV-SIG,github_organization,,GitHub,,,,,,none
AXERA-TECH,github_organization,China,GitHub,China,,,,,low
chunbolang,github_user,"Xi'an, China",GitHub,"Xi'an, China",Xi'an,China,34.3416,108.9398,high
ibaiGorordo,github_user,Japan,GitHub,Japan,,,,,low
mats-robotics,github_organization,,GitHub,,,,,,none
mftnakrsu,github_user,Istanbul,GitHub,Istanbul,Istanbul,Turkey,41.0082,28.9784,high
NVIDIA-ISAAC-ROS,github_organization,United States of America,GitHub,United States of America,,,,,low
PetervanLunteren,github_user,"Utrecht, NL",GitHub,"Utrecht, NL",Utrecht,Netherlands,52.0907006,5.1215634,medium
zhaozhen2333,github_user,Shanghai / Hefei,GitHub,Shanghai / Hefei,Shanghai,China,31.2304,121.4737,medium
musimab,github_user,Turkey,GitHub,Turkey,,,,,low
Kent-Taylor,github_user,"Knoxville, TN",GitHub,"Knoxville, TN",Knoxville,United States,35.9603948,-83.9210261,medium
M-3LAB,github_organization,China,GitHub,China,,,,,low
ZhengPeng7,github_user,,GitHub,,,,,,none
tinyvision,github_organization,,GitHub,,,,,,none
haosulab,github_organization,,GitHub,,,,,,none
CVCUDA,github_organization,,GitHub,,,,,,none
b7leung,github_user,,GitHub,,,,,,none
ShisatoYano,github_user,Japan,GitHub,Japan,,,,,low
piddnad,github_user,Paris,GitHub,Paris,Paris,France,48.8566,2.3522,high
YuliangXiu,github_user,Hangzhou,GitHub,Hangzhou,Hangzhou,China,30.2741,120.1551,high
maximeraafat,github_user,,GitHub,,,,,,none
RizwanMunawar,github_user,Islamabad Pakistan,GitHub,Islamabad Pakistan,Islamabad,Pakistan,33.6938118,73.0651511,medium
augmentedstartups,github_user,,GitHub,,,,,,none
tomas-gajarsky,github_user,"Copenhagen, Denmark",GitHub,"Copenhagen, Denmark",Copenhagen,Denmark,55.6761,12.5683,high
LSH9832,github_user,"Beijing, China",GitHub,"Beijing, China",Beijing,China,39.9042,116.4074,high
encord-team,github_organization,,GitHub,,,,,,none
Mr-Homeless,github_user,,GitHub,,,,,,none
Eric-Canas,github_user,Spain,GitHub,Spain,,,,,low
ayushpai,github_user,,GitHub,,,,,,none
raoyongming,github_user,,GitHub,,,,,,none
Michael-OvO,github_user,Beijing & Durham,GitHub,Beijing & Durham,Beijing,China,39.9042,116.4074,medium
shukkkur,github_user,"Khorog, Gorno-Badakhshan",GitHub,"Khorog, Gorno-Badakhshan",Хоруғ,Тоҷикистон,37.4909171,71.548922,medium
YehLi,github_user,,GitHub,,,,,,none
pythonlessons,github_user,,GitHub,,,,,,none
tier4,github_organization,Japan,GitHub,Japan,,,,,low
mehmetgoren,github_user,Turkey/Mugla,GitHub,Turkey/Mugla,,,,,low
abhi1kumar,github_user,"San Francisco Bay Area, CA",GitHub,"San Francisco Bay Area, CA",San Francisco,United States,37.7749,-122.4194,medium
mbzuai-metaverse,github_organization,,GitHub,,,,,,none
avs-abhishek123,github_user,India,GitHub,India,,,,,low
tientrandinh,github_user,,GitHub,,,,,,none
xiang-wuu,github_user,,GitHub,,,,,,none
iamtekson,github_user,Nepal,GitHub,Nepal,,,,,low
RotaNova,github_organization,China,GitHub,China,,,,,low
afondiel,github_user,"Paris, France",GitHub,"Paris, France",Paris,France,48.8566,2.3522,high
EutropicAI,github_organization,China,GitHub,China,,,,,low
imgly,github_organization,,GitHub,,,,,,none
MaaXYZ,github_organization,,GitHub,,,,,,none
kevmo314,github_user,New York City,GitHub,New York City,New York,United States,40.7128,-74.006,high
yatengLG,github_user,Beijing,GitHub,Beijing,Beijing,China,39.9042,116.4074,high
Anything-of-anything,github_user,Singapore,GitHub,Singapore,Singapore,Singapore,1.3521,103.8198,high
tianrun-chen,github_user,Hong Kong SAR,GitHub,Hong Kong SAR,Hong Kong,China,22.3193,114.1694,medium
keyu-tian,github_user,"Oxford, UK",GitHub,"Oxford, UK",Oxford,United Kingdom,51.752,-1.2577,high
BrokenSource,github_organization,Brazil,GitHub,Brazil,,,,,low
MasterBin-IIAU,github_user,San Jose,GitHub,San Jose,San Jose,United States,37.3382,-121.8863,high
MuhammadMoinFaisal,github_user,Lahore,GitHub,Lahore,Lahore,Pakistan,31.5656822,74.3141829,medium
Jumpat,github_user,,GitHub,,,,,,none
kadirnar,github_user,Turkey,GitHub,Turkey,,,,,low
CVPR2023-3D-Occupancy-Prediction,github_organization,,GitHub,,,,,,none
ziqi-jin,github_user,"Shenzhen, China",GitHub,"Shenzhen, China",Shenzhen,China,22.5431,114.0579,high
